hrg_code,hrg_name,non_elec_cost
PE23B,Paediatric Cardiac Conditions with CC Score 10-12,7567
PE23C,Paediatric Cardiac Conditions with CC Score 6-9,4797
PE23D,Paediatric Cardiac Conditions with CC Score 3-5,2840
PE23E,Paediatric Cardiac Conditions with CC Score 1-2,1482
PE23F,Paediatric Cardiac Conditions with CC Score 0,965
PE24A,"Paediatric, Arrhythmia or Conduction Disorders, with CC Score 2+",985
PE24B,"Paediatric, Arrhythmia or Conduction Disorders, with CC Score 1",706
PE24C,"Paediatric, Arrhythmia or Conduction Disorders, with CC Score 0",698
PE62A,"Paediatric, Syncope and Collapse, with CC Score 2+",742
PE62B,"Paediatric, Syncope and Collapse, with CC Score 1",530
PE62C,"Paediatric, Syncope and Collapse, with CC Score 0",490
PF21A,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 1+",959
PF21B,"Paediatric, Infectious or Non-Infectious Gastroenteritis, with CC Score 0",578
PF25A,Paediatric Major Gastrointestinal Disorders with CC Score 7+,7766
PF25B,Paediatric Major Gastrointestinal Disorders with CC Score 5-6,3967
PF25C,Paediatric Major Gastrointestinal Disorders with CC Score 3-4,2195
PF25D,Paediatric Major Gastrointestinal Disorders with CC Score 1-2,1747
PF25E,Paediatric Major Gastrointestinal Disorders with CC Score 0,1269
PF26A,Paediatric Other Gastrointestinal Disorders with CC Score 4+,2638
PF26B,Paediatric Other Gastrointestinal Disorders with CC Score 1-3,961
PF26C,Paediatric Other Gastrointestinal Disorders with CC Score 0,662
PF27A,Paediatric Inflammatory Bowel Disease with CC Score 1+,4154
PF27B,Paediatric Inflammatory Bowel Disease with CC Score 0,1924
PF28A,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 6+",3279
PF28B,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 4-5",1673
PF28C,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 2-3",1099
PF28D,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 1",744
PF28E,"Paediatric, Feeding Difficulties or Vomiting, with CC Score 0",570
PG71A,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 2+",3694
PG71B,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 1",1943
PG71C,"Paediatric, Hepatobiliary or Pancreatic Disorders, with CC Score 0",1520
PH34A,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 5+",2622
PH34B,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 3-4",1460
PH34C,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 1-2",875
PH34D,"Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 0",685
PJ35A,Paediatric Skin Disorders with CC Score 4+,2085
PJ35B,Paediatric Skin Disorders with CC Score 2-3,1096
PJ35C,Paediatric Skin Disorders with CC Score 1,848
PJ35D,Paediatric Skin Disorders with CC Score 0,659
PJ66A,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 3+",745
PJ66B,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",533
PJ66C,"Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 0",520
PK36A,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 4+",3628
PK36B,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",1248
PK36C,"Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",903
PK67A,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 1+",1695
PK67B,"Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 0",1663
PK68A,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+",1979
PK68B,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 1-2",1529
PK68C,"Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",1529
PK72A,Paediatric Metabolic Disorders with CC Score 4+,8747
PK72B,Paediatric Metabolic Disorders with CC Score 1-3,2274
PK72C,Paediatric Metabolic Disorders with CC Score 0,1637
PL38A,"Paediatric Renal Disease with Renal Failure, with CC Score 3+",5627
PL38B,"Paediatric Renal Disease with Renal Failure, with CC Score 1-2",1994
PL38C,"Paediatric Renal Disease with Renal Failure, with CC Score 0",1272
PL69A,"Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 2+",2492
PL69B,"Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 1",1718
PL69C,"Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 0",1401
PL70A,Paediatric Other Renal Diseases with CC Score 4+,1860
PL70B,Paediatric Other Renal Diseases with CC Score 2-3,947
PL70C,Paediatric Other Renal Diseases with CC Score 1,728
PL70D,Paediatric Other Renal Diseases with CC Score 0,559
PM40A,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",9623
PM40B,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 1-2",4871
PM40C,"Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",3875
PM41Z,Paediatric Other Haematological Malignancies with length of stay 1 day or more,9728
PM42A,"Paediatric Brain Tumours with length of stay 1 day or more, with CC Score 1+",3598
PM42B,"Paediatric Brain Tumours with length of stay 1 day or more, with CC Score 0",2318
PM43A,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 5+",8365
PM43B,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",4094
PM43C,"Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",3369
PM44Z,Paediatric Neoplasm Diagnoses with length of stay 0 days,677
PM45A,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 6+",14459
PM45B,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 3-5",5093
PM45C,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 1-2",3337
PM45D,"Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",2608
PN46A,Paediatric Thalassaemia with CC Score 1+,743
PN46B,Paediatric Thalassaemia with CC Score 0,626
PN47A,"Paediatric Sickle-Cell Anaemia with Crisis, with CC Score 1+",2815
PN47B,"Paediatric Sickle-Cell Anaemia with Crisis, with CC Score 0",1584
PN48A,Paediatric Blood Cell Disorders with CC Score 5+,5032
PN48B,Paediatric Blood Cell Disorders with CC Score 1-4,1783
PN48C,Paediatric Blood Cell Disorders with CC Score 0,957
PN49A,Paediatric Coagulation Disorders with CC Score 1+,894
PN49B,Paediatric Coagulation Disorders with CC Score 0,628
PP64A,Paediatric Non-Surgical Ophthalmology with CC Score 1+,1520
PP64B,Paediatric Non-Surgical Ophthalmology with CC Score 0,1113
PQ01A,Paediatric Disorders of Immunity with CC Score 1+,7909
PQ01B,Paediatric Disorders of Immunity with CC Score 0,470
PR01A,Paediatric Nervous System Disorders with CC Score 8+,13106
PR01B,Paediatric Nervous System Disorders with CC Score 5-7,2887
PR01C,Paediatric Nervous System Disorders with CC Score 2-4,1635
PR01D,Paediatric Nervous System Disorders with CC Score 1,990
PR01E,Paediatric Nervous System Disorders with CC Score 0,719
PR02A,Paediatric Epilepsy Syndrome with CC Score 6+,2784
PR02B,Paediatric Epilepsy Syndrome with CC Score 1-5,1139
PR02C,Paediatric Epilepsy Syndrome with CC Score 0,940
PR03A,Paediatric Febrile Convulsions with CC Score 4+,1399
PR03B,Paediatric Febrile Convulsions with CC Score 1-3,884
PR03C,Paediatric Febrile Convulsions with CC Score 0,734
PR04A,"Paediatric, Headaches or Migraines, with CC Score 4+",1168
PR04B,"Paediatric, Headaches or Migraines, with CC Score 1-3",718
PR04C,"Paediatric, Headaches or Migraines, with CC Score 0",560
PR06A,Paediatric Intracranial Injury with CC Score 3+,2887
PR06B,Paediatric Intracranial Injury with CC Score 1-2,1574
PR06C,Paediatric Intracranial Injury with CC Score 0,1300
PR07A,Paediatric Non-Intracranial Head Injury with CC Score 1+,773
PR07B,Paediatric Non-Intracranial Head Injury with CC Score 0,558
PV08A,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",1409
PV08B,"Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",1054
PV31A,"Paediatric Major Injury without Intracranial Injury, with CC Score 1+",4370
PV31B,"Paediatric Major Injury without Intracranial Injury, with CC Score 0",3810
PV32A,"Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",1134
PV32B,"Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",867
PV32C,"Paediatric Minor Injury without Intracranial Injury, with CC Score 0",748
PW01A,Paediatric Minor Infections with CC Score 4+,1064
PW01B,Paediatric Minor Infections with CC Score 1-3,735
PW01C,Paediatric Minor Infections with CC Score 0,577
PW16A,Paediatric Major Infections with CC Score 7+,7744
PW16B,Paediatric Major Infections with CC Score 5-6,4664
PW16C,Paediatric Major Infections with CC Score 2-4,2993
PW16D,Paediatric Major Infections with CC Score 1,2332
PW16E,Paediatric Major Infections with CC Score 0,1963
PW17D,Paediatric Intermediate Infections with CC Score 0,1003
PW17E,Paediatric Intermediate Infections with CC Score 5+,2914
PW17F,Paediatric Intermediate Infections with CC Score 2-4,1710
PW17G,Paediatric Intermediate Infections with CC Score 1,1297
PW20A,Paediatric Fever of Unknown Origin with CC Score 3+,1563
PW20B,Paediatric Fever of Unknown Origin with CC Score 1-2,870
PW20C,Paediatric Fever of Unknown Origin with CC Score 0,631
PX01A,Paediatric Congenital Nervous System Conditions with CC Score 4+,8006
PX01B,Paediatric Congenital Nervous System Conditions with CC Score 2-3,2692
PX01C,Paediatric Congenital Nervous System Conditions with CC Score 1,1430
PX01D,Paediatric Congenital Nervous System Conditions with CC Score 0,799
PX02A,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 3+",3493
PX02B,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 1-2",1283
PX02C,"Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 0",988
PX03A,Paediatric Congenital Respiratory Tract Conditions with CC Score 1+,3693
PX03B,Paediatric Congenital Respiratory Tract Conditions with CC Score 0,591
PX04A,Paediatric Congenital Spinal Conditions with CC Score 1+,2654
PX04B,Paediatric Congenital Spinal Conditions with CC Score 0,1170
PX05A,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 2+,1351
PX05B,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 1,960
PX05C,Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0,804
PX06A,Paediatric Congenital Skin Conditions with CC Score 1+,1296
PX06B,Paediatric Congenital Skin Conditions with CC Score 0,625
PX07A,Paediatric Congenital Renal Conditions with CC Score 2+,2671
PX07B,Paediatric Congenital Renal Conditions with CC Score 1,1257
PX07C,Paediatric Congenital Renal Conditions with CC Score 0,876
PX08A,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 2+",3601
PX08B,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 1",1173
PX08C,"Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 0",877
PX09A,Paediatric Congenital Mental Health Conditions with CC Score 3+,3240
PX09B,Paediatric Congenital Mental Health Conditions with CC Score 1-2,1433
PX09C,Paediatric Congenital Mental Health Conditions with CC Score 0,859
PX10A,Paediatric Congenital Other Conditions with CC Score 1+,2640
PX10B,Paediatric Congenital Other Conditions with CC Score 0,1141
PX22A,Paediatric Chest Pain with CC Score 1+,539
PX22B,Paediatric Chest Pain with CC Score 0,385
PX29A,Paediatric Abdominal Pain with CC Score 3+,1047
PX29B,Paediatric Abdominal Pain with CC Score 1-2,682
PX29C,Paediatric Abdominal Pain with CC Score 0,571
PX30A,Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+,3289
PX30B,Paediatric Faltering Growth (Failure to Thrive) with CC Score 1,1224
PX30C,Paediatric Faltering Growth (Failure to Thrive) with CC Score 0,905
PX50A,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+",1056
PX50B,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",796
PX50C,"Paediatric, Ingestion Poisoning or Allergies, with CC Score 0",518
PX51Z,Paediatric Child Safeguarding (Welfare and Protection),1272
PX54Z,"Paediatric, Convalescent or Other Relief Care",1071
PX55Z,Paediatric Respite Care,1489
PX56A,"Paediatric Admission for Unexplained Symptoms, with CC Score 1+",860
PX56B,"Paediatric Admission for Unexplained Symptoms, with CC Score 0",565
PX57A,"Paediatric, Examination, Follow-up, Special Screening or Other Admissions, with CC Score 4+",1762
PX57B,"Paediatric, Examination, Follow-up, Special Screening or Other Admissions, with CC Score 1-3",987
PX57C,"Paediatric, Examination, Follow-up, Special Screening or Other Admissions, with CC Score 0",742
RD97Z,Same Day Diagnostic Imaging Admission or Attendance,0
RD98Z,Admission or Attendance for Diagnostic Imaging under General Anaesthetic,0
RN97Z,Same Day Nuclear Medicine Admission or Attendance,0
SA01G,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",5955
SA01H,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",3632
SA01J,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",2455
SA01K,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",2358
SA02G,Coagulation Defect with CC Score 5+,7724
SA02H,Coagulation Defect with CC Score 2-4,1232
SA02J,Coagulation Defect with CC Score 0-1,1232
SA03G,Haemolytic Anaemia with CC Score 3+,4933
SA03H,Haemolytic Anaemia with CC Score 0-2,2627
SA04G,Iron Deficiency Anaemia with CC Score 14+,5904
SA04H,Iron Deficiency Anaemia with CC Score 10-13,3572
SA04J,Iron Deficiency Anaemia with CC Score 6-9,2318
SA04K,Iron Deficiency Anaemia with CC Score 2-5,998
SA04L,Iron Deficiency Anaemia with CC Score 0-1,604
SA05G,Megaloblastic Anaemia with CC Score 8+,4676
SA05H,Megaloblastic Anaemia with CC Score 4-7,2352
SA05J,Megaloblastic Anaemia with CC Score 0-3,1016
SA06G,Myelodysplastic Syndrome with CC Score 8+,7024
SA06H,Myelodysplastic Syndrome with CC Score 5-7,3714
SA06J,Myelodysplastic Syndrome with CC Score 2-4,2435
SA06K,Myelodysplastic Syndrome with CC Score 0-1,1322
SA07G,Myeloproliferative Disorder with CC Score 7+,7255
SA07H,Myeloproliferative Disorder with CC Score 4-6,2710
SA07J,Myeloproliferative Disorder with CC Score 0-3,774
SA08G,"Other Haematological or Splenic Disorders, with CC Score 6+",4678
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5",2136
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2",801
SA09G,Other Red Blood Cell Disorders with CC Score 14+,5411
SA09H,Other Red Blood Cell Disorders with CC Score 10-13,3172
SA09J,Other Red Blood Cell Disorders with CC Score 6-9,2128
SA09K,Other Red Blood Cell Disorders with CC Score 2-5,1321
SA09L,Other Red Blood Cell Disorders with CC Score 0-1,652
SA11Z,Thalassaemia,882
SA12G,Thrombocytopenia with CC Score 8+,5605
SA12H,Thrombocytopenia with CC Score 5-7,2953
SA12J,Thrombocytopenia with CC Score 2-4,2503
SA12K,Thrombocytopenia with CC Score 0-1,1456
SA14Z,"Plasma Exchanges, 2 to 9",12971
SA15Z,"Plasma Exchanges, 10 to 19",16111
SA16Z,"Plasma Exchanges, 20 or more",16111
SA17G,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",6913
SA17H,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",1606
SA18Z,Bone Marrow Harvest,2432
SA24G,Acute Lymphoblastic Leukaemia with CC Score 5+,15296
SA24H,Acute Lymphoblastic Leukaemia with CC Score 2-4,8046
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1,5277
SA25G,Acute Myeloid Leukaemia with CC Score 12+,18226
SA25H,Acute Myeloid Leukaemia with CC Score 9-11,12402
SA25J,Acute Myeloid Leukaemia with CC Score 6-8,10432
SA25K,Acute Myeloid Leukaemia with CC Score 4-5,7849
SA25L,Acute Myeloid Leukaemia with CC Score 2-3,6429
SA25M,Acute Myeloid Leukaemia with CC Score 0-1,4507
SA30A,Plasma Cell Disorders with CC Score 11+,10673
SA30B,Plasma Cell Disorders with CC Score 8-10,5929
SA30C,Plasma Cell Disorders with CC Score 5-7,4849
SA30D,Plasma Cell Disorders with CC Score 2-4,3371
SA30E,Plasma Cell Disorders with CC Score 0-1,1388
SA31A,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+",13498
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",8404
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",5998
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",4977
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",3771
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",2914
SA32A,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 7+",6804
SA32B,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6",3872
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",2750
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",2421
SA33Z,Diagnostic Bone Marrow Extraction,565
SA35A,Agranulocytosis with CC Score 13+,5726
SA35B,Agranulocytosis with CC Score 9-12,3954
SA35C,Agranulocytosis with CC Score 5-8,2746
SA35D,Agranulocytosis with CC Score 2-4,2151
SA35E,Agranulocytosis with CC Score 0-1,1781
SA36A,"Sickle-Cell Anaemia with Crisis, with CC Score 6+",4848
SA36B,"Sickle-Cell Anaemia with Crisis, with CC Score 2-5",2773
SA36C,"Sickle-Cell Anaemia with Crisis, with CC Score 0-1",1729
SA37Z,Sickle-Cell Anaemia without Crisis,2913
SA41Z,Automated Red Cell Exchange,2443
SA42Z,Manual Red Cell Exchange,1899
SA43Z,Leucopheresis,5126
SA44A,"Single Plasma Exchange or Other Intravenous Blood Transfusion, 19 years and over",653
SA44B,"Single Plasma Exchange or Other Intravenous Blood Transfusion, 18 years and under",704
SA45A,"Injection of Rh Immune Globulin or Other Blood Transfusion, 19 years and over",347
SA45B,"Injection of Rh Immune Globulin or Other Blood Transfusion, 18 years and under",431
SB97Z,Same Day Chemotherapy Admission or Attendance,0
SC97Z,Same Day Radiotherapy Admission or Attendance (excluding Brachytherapy),0
UZ01Z,Data Invalid for Grouping,0
VA10A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 0",1538
VA10B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 0",2953
VA10C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 0",4321
VA10D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 0",7174
VA11A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8",2484
VA11B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8",3713
VA11C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8",5305
VA11D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 1-8",9251
VA12A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18",4718
VA12B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18",6657
VA12C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 9-18",8827
VA12D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 9-18",11632
VA13A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 19-29",6505
VA13B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 19-29",8093
VA13C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 19-29",9608
VA13D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 19-29",13300
VA14A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 30-44",7976
VA14B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 30-44",9074
VA14C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 30-44",11768
VA14D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 30-44",18157
VA15A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score >=45",12653
VA15B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score >=45",13203
VA15C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score >=45",16703
VA15D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score >=45",26946
WH02Z,Toxic Effect of Contact with Venomous Animal,226
WH03A,Toxic Effect of Other Substance with CC Score 2+,3430
WH03B,Toxic Effect of Other Substance with CC Score 0-1,561
WH04A,Poisoning Diagnosis with Multiple Interventions,4402
WH04B,"Poisoning Diagnosis with Single Intervention, with CC Score 2+",3506
WH04C,"Poisoning Diagnosis with Single Intervention, with CC Score 0-1",2091
WH04D,"Poisoning Diagnosis without Interventions, with CC Score 2+",1502
WH04E,"Poisoning Diagnosis without Interventions, with CC Score 0-1",632
WH05Z,Allergy or Adverse Allergic Reaction,430
WH06Z,Environmental Effects,936
WH07A,"Infections or Other Complications of Procedures, with Multiple Interventions, with CC Score 2+",9345
WH07B,"Infections or Other Complications of Procedures, with Multiple Interventions, with CC Score 0-1",5324
WH07C,"Infections or Other Complications of Procedures, with Single Intervention, with CC Score 2+",5211
WH07D,"Infections or Other Complications of Procedures, with Single Intervention, with CC Score 0-1",3254
WH07E,"Infections or Other Complications of Procedures, without Interventions, with CC Score 4+",5168
WH07F,"Infections or Other Complications of Procedures, without Interventions, with CC Score 2-3",3147
WH07G,"Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1",1215
WH08A,Unspecified Pain with CC Score 1+,2234
WH08B,Unspecified Pain with CC Score 0,646
WH09A,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, with Multiple Interventions",8001
WH09B,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, with Single Intervention, with CC Score 3+",7027
WH09C,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, with Single Intervention, with CC Score 0-2",4562
WH09D,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 6+",6486
WH09E,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 4-5",4803
WH09F,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 2-3",3627
WH09G,"Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",1973
WH10A,Unspecified Oedema with CC Score 2+,2102
WH10B,Unspecified Oedema with CC Score 0-1,362
WH11A,"Hypothermia, Frostbite or Other Effects of Reduced Temperature, with CC Score 2+",4668
WH11B,"Hypothermia, Frostbite or Other Effects of Reduced Temperature, with CC Score 0-1",1597
WH12A,"Signs or Symptoms, Involving Appearance or Behaviour, with CC Score 2+",2125
WH12B,"Signs or Symptoms, Involving Appearance or Behaviour, with CC Score 0-1",482
WH13A,"Abnormal Findings without Diagnosis, with Interventions",4907
WH13B,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+",1124
WH13C,"Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",429
WH14A,"Other or Unspecified Neoplasm, with Interventions, with CC Score 2+",7938
WH14B,"Other or Unspecified Neoplasm, with Interventions, with CC Score 0-1",4864
WH14C,"Other or Unspecified Neoplasm, without Interventions, with CC Score 2+",4309
WH14D,"Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",2233
WH15Z,"Special Screening, Examinations or Other Genetic Disorders",363
WH16A,"Observation or Counselling, with CC Score 1+",853
WH16B,"Observation or Counselling, with CC Score 0",394
WH17A,Admission Related to Social Factors with Interventions,6070
WH17B,"Admission Related to Social Factors without Interventions, with CC Score 1+",2219
WH17C,"Admission Related to Social Factors without Interventions, with CC Score 0",759
WH18A,"Admission Related to the, Fitting, Adjustment or Management of Device, with Interventions",4066
WH18B,"Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",348
WH19Z,Potential Health Hazard Related to Communicable Diseases,395
WH20A,Respite Care with length of stay 9 days or more,6202
WH20B,Respite Care with length of stay between 5 and 8 days,3115
WH20C,Respite Care with length of stay 4 days or less,908
WH51Z,"Admission Related to Donation, of Organ or Tissue",590
WH52A,"Follow-up Examination for Malignant Neoplasm, with Interventions",3336
WH52B,"Follow-up Examination for Malignant Neoplasm, without Interventions",431
WH53A,"Follow-up Examination for Other Conditions, with Interventions",4666
WH53B,"Follow-up Examination for Other Conditions, without Interventions",338
WH54A,Procedures on the Lymphatic System with CC Score 1+,8806
WH54B,Procedures on the Lymphatic System with CC Score 0,4674
WJ01A,Complex Infectious Diseases with Multiple Interventions,16669
WJ01B,Complex Infectious Diseases with Single Intervention,8776
WJ01C,"Complex Infectious Diseases without Interventions, with CC Score 6+",7769
WJ01D,"Complex Infectious Diseases without Interventions, with CC Score 3-5",4449
WJ01E,"Complex Infectious Diseases without Interventions, with CC Score 0-2",2258
WJ02A,Major Infectious Diseases with Multiple Interventions,13533
WJ02B,Major Infectious Diseases with Single Intervention,8106
WJ02C,"Major Infectious Diseases without Interventions, with CC Score 6+",5032
WJ02D,"Major Infectious Diseases without Interventions, with CC Score 3-5",3196
WJ02E,"Major Infectious Diseases without Interventions, with CC Score 0-2",1679
WJ03A,Standard Infectious Diseases with Multiple Interventions,8189
WJ03B,"Standard Infectious Diseases with Single Intervention, with CC Score 4+",5990
WJ03C,"Standard Infectious Diseases with Single Intervention, with CC Score 0-3",2439
WJ03D,"Standard Infectious Diseases without Interventions, with CC Score 7+",4200
WJ03E,"Standard Infectious Diseases without Interventions, with CC Score 4-6",2917
WJ03F,"Standard Infectious Diseases without Interventions, with CC Score 2-3",1937
WJ03G,"Standard Infectious Diseases without Interventions, with CC Score 0-1",749
WJ04Z,Genito-Urinary Medicine (GUM) Infections,1892
WJ06A,"Sepsis with Multiple Interventions, with CC Score 9+",11702
WJ06B,"Sepsis with Multiple Interventions, with CC Score 5-8",8187
WJ06C,"Sepsis with Multiple Interventions, with CC Score 0-4",6143
WJ06D,"Sepsis with Single Intervention, with CC Score 9+",7745
WJ06E,"Sepsis with Single Intervention, with CC Score 5-8",5766
WJ06F,"Sepsis with Single Intervention, with CC Score 0-4",4403
WJ06G,"Sepsis without Interventions, with CC Score 9+",5703
WJ06H,"Sepsis without Interventions, with CC Score 5-8",3897
WJ06J,"Sepsis without Interventions, with CC Score 0-4",2812
WJ07A,"Fever of Unknown Origin with Interventions, with CC Score 4+",7174
WJ07B,"Fever of Unknown Origin with Interventions, with CC Score 0-3",3864
WJ07C,"Fever of Unknown Origin without Interventions, with CC Score 4+",2090
WJ07D,"Fever of Unknown Origin without Interventions, with CC Score 0-3",866
WJ10A,HIV Disease with Multiple Interventions,13494
WJ10B,"HIV Disease with Single Intervention, with CC Score 5+",9067
WJ10C,"HIV Disease with Single Intervention, with CC Score 0-4",4793
WJ10D,"HIV Disease without Interventions, with CC Score 5+",5407
WJ10E,"HIV Disease without Interventions, with CC Score 2-4",3147
WJ10F,"HIV Disease without Interventions, with CC Score 0-1",3147
WJ11Z,Other Disorders of Immunity,431
YA01Z,"Percutaneous Transluminal Embolisation of, Single Giant or Three or more Other, Intracranial or Extracranial Aneurysms",11249
YA02A,"Percutaneous Transluminal Embolisation of, Single Large or Two Other, Intracranial or Extracranial Aneurysms, with CC Score 4+",11857
YA02B,"Percutaneous Transluminal Embolisation of, Single Large or Two Other, Intracranial or Extracranial Aneurysms, with CC Score 0-3",8098
